,Word,CEFR_o,CEFR_j
2394,adopt,B2,B1
2395,advance,B2,B1
2396,affair,B2,A2
2397,afterward,B2,B1
2398,agency,B2,A2
2399,agenda,B2,B1
2400,aggressive,B2,B1
2401,aid,B2,B1
2402,aircraft,B2,B2
2403,alter,B2,B2
2404,anger,B2,B1
2405,angle,B2,B1
2406,anniversary,B2,A2
2407,annual,B2,B1
2408,anxious,B2,A2
2409,apparent,B2,B1
2410,apparently,B2,A2
2411,appeal,B2,B1
2412,approach,B2,B1
2413,appropriate,B2,A2
2414,approval,B2,B1
2415,approve,B2,B1
2416,arise,B2,B1
2417,armed,B2,A2
2418,arms,B2,
2419,artificial,B2,A2
2420,artistic,B2,B1
2421,ashamed,B2,B1
2422,aside,B2,B1
2423,aspect,B2,B1
2424,assess,B2,B2
2425,assessment,B2,B2
2426,associate,B2,B1
2427,associated,B2,
2428,association,B2,A2
2429,assume,B2,B1
2430,attempt,B2,A2
2431,attorney,B2,
2432,bacteria,B2,
2433,barrier,B2,B2
2434,basically,B2,A2
2435,beg,B2,A2
2436,being,B2,A2
2437,bent,B2,B1
2438,bet,B2,B1
2439,beyond,B2,A2
2440,bitter,B2,B1
2441,blame,B2,A2
2442,blind,B2,B1
2443,bond,B2,B1
2444,breast,B2,B1
2445,brief,B2,B1
2446,broad,B2,B1
2447,broadcast,B2,B1
2448,budget,B2,A2
2449,bullet,B2,B1
2450,bunch,B2,B1
2451,bush,B2,A2
2452,calculate,B2,B1
2453,cancel,B2,B1
2454,cancer,B2,B1
2455,capable,B2,B1
2456,capacity,B2,B1
2457,capture,B2,B1
2458,cast,B2,B2
2459,chairman,B2,A2
2460,characteristic,B2,B1
2461,chief,B2,B1
2462,circumstance,B2,B2
2463,cite,B2,C1
2464,citizen,B2,A2
2465,civil,B2,B1
2466,classic,B2,A2
2467,closely,B2,B1
2468,collapse,B2,B1
2469,combination,B2,B1
2470,comfort,B2,B1
2471,command,B2,B1
2472,commission,B2,B2
2473,commitment,B2,A2
2474,committee,B2,A2
2475,commonly,B2,B1
2476,complicated,B2,B1
2477,component,B2,B2
2478,concentration,B2,B1
2479,concept,B2,B1
2480,concern,B2,A2
2481,concerned,B2,B1
2482,conduct,B2,B1
2483,confidence,B2,B1
2484,conflict,B2,B1
2485,confusing,B2,B1
2486,congress,B2,
2487,conscious,B2,B1
2488,conservative,B2,B1
2489,consideration,B2,B1
2490,consistent,B2,B2
2491,constant,B2,B2
2492,constantly,B2,B1
2493,construct,B2,B1
2494,construction,B2,B1
2495,contemporary,B2,B2
2496,contest,B2,A1
2497,contract,B2,B2
2498,contribute,B2,B1
2499,contribution,B2,B1
2500,convert,B2,B2
2501,convinced,B2,B2
2502,core,B2,B2
2503,corporate,B2,B2
2504,council,B2,B1
2505,county,B2,B1
2506,courage,B2,B1
2507,crash,B2,B1
2508,creation,B2,B2
2509,creature,B2,A2
2510,crew,B2,B2
2511,crisis,B2,B1
2512,criterion,B2,
2513,critic,B2,B1
2514,critical,B2,B1
2515,criticism,B2,B2
2516,criticize,B2,A2
2517,crop,B2,B1
2518,crucial,B2,B2
2519,cure,B2,B1
2520,curve,B2,B1
2521,curved,B2,
2522,debate,B2,A2
2523,debt,B2,B1
2524,decent,B2,B2
2525,declare,B2,B1
2526,decline,B2,B1
2527,decorate,B2,B2
2528,decoration,B2,B2
2529,decrease,B2,B1
2530,deeply,B2,A2
2531,defeat,B2,B1
2532,defend,B2,B1
2533,defense,B2,B1
2534,delay,B2,A2
2535,deliberate,B2,B2
2536,deliberately,B2,B2
2537,delivery,B2,B1
2538,demand,B2,B1
2539,demonstrate,B2,B1
2540,deny,B2,B1
2541,depressed,B2,B1
2542,depressing,B2,B1
2543,depth,B2,B1
2544,deserve,B2,B1
2545,desire,B2,B1
2546,desperate,B2,B1
2547,detailed,B2,B2
2548,detect,B2,B2
2549,dig,B2,A1
2550,discipline,B2,B2
2551,dishonest,B2,A2
2552,disk,B2,B1
2553,dismiss,B2,B2
2554,display,B2,A2
2555,distribute,B2,B1
2556,distribution,B2,B1
2557,division,B2,B2
2558,domestic,B2,B2
2559,dominate,B2,B2
2560,downward,B2,B1
2561,dozen,B2,B1
2562,draft,B2,B2
2563,drag,B2,B1
2564,dramatic,B2,B1
2565,edit,B2,B2
2566,edition,B2,B1
2567,efficient,B2,B1
2568,elderly,B2,A2
2569,elect,B2,B2
2570,elsewhere,B2,A2
2571,emerge,B2,B1
2572,emotional,B2,B1
2573,emphasis,B2,B1
2574,emphasize,B2,B1
2575,enable,B2,B1
2576,encounter,B2,B1
2577,engage,B2,B1
2578,enhance,B2,B2
2579,ensure,B2,B1
2580,enthusiasm,B2,B1
2581,enthusiastic,B2,B1
2582,entire,B2,B1
2583,entirely,B2,B1
2584,establish,B2,A2
2585,estate,B2,B2
2586,estimate,B2,B1
2587,ethical,B2,C1
2588,evaluate,B2,B2
2589,evil,B2,B2
2590,examination,B2,B1
2591,excuse,B2,A1
2592,executive,B2,B2
2593,exhibit,B2,B2
2594,existence,B2,B1
2595,expectation,B2,B2
2596,expense,B2,B1
2597,exploration,B2,B1
2598,expose,B2,B1
2599,extend,B2,B1
2600,extent,B2,B1
2601,external,B2,B2
2602,extraordinary,B2,B1
2603,facility,B2,B1
2604,failure,B2,B1
2605,faith,B2,B2
2606,fault,B2,A2
2607,feather,B2,A2
2608,fee,B2,A2
2609,feedback,B2,B2
2610,fellow,B2,B1
2611,finance,B2,B1
2612,finding,B2,B1
2613,firm,B2,B1
2614,flame,B2,B2
2615,flash,B2,B1
2616,flexible,B2,B2
2617,float,B2,A2
2618,folding,B2,
2619,forgive,B2,B1
2620,former,B2,B1
2621,fortune,B2,A2
2622,found,B2,B2
2623,freedom,B2,A2
2624,frequency,B2,B1
2625,fully,B2,A2
2626,fund,B2,B1
2627,fundamental,B2,B2
2628,funding,B2,
2629,furthermore,B2,B1
2630,gain,B2,B1
2631,gang,B2,B2
2632,generate,B2,B1
2633,genre,B2,B2
2634,goods,B2,B1
2635,govern,B2,B1
2636,governor,B2,B1
2637,grab,B2,B1
2638,gradually,B2,A2
2639,grand,B2,B2
2640,grant,B2,B1
2641,guarantee,B2,B1
2642,handle,B2,A2
2643,harm,B2,A2
2644,harmful,B2,A2
2645,hearing,B2,B1
2646,heaven,B2,B1
2647,heel,B2,B1
2648,hell,B2,B2
2649,hesitate,B2,B1
2650,hollow,B2,B2
2651,holy,B2,B1
2652,honor,B2,A2
2653,household,B2,B1
2654,housing,B2,
2655,humor,B2,B1
2656,humorous,B2,B1
2657,hunting,B2,B2
2658,illustrate,B2,B2
2659,illustration,B2,B2
2660,imagination,B2,A2
2661,impatient,B2,A2
2662,imply,B2,B2
2663,impose,B2,B2
2664,impress,B2,A2
2665,impressed,B2,B2
2666,inch,B2,A2
2667,incident,B2,B1
2668,income,B2,B1
2669,increasingly,B2,B1
2670,industrial,B2,B1
2671,infection,B2,B1
2672,inform,B2,B1
2673,initial,B2,B1
2674,initially,B2,B1
2675,initiative,B2,B2
2676,inner,B2,A2
2677,inquiry,B2,B1
2678,insight,B2,B1
2679,insist,B2,B1
2680,inspire,B2,B1
2681,install,B2,B1
2682,instance,B2,B1
2683,institute,B2,B1
2684,institution,B2,B2
2685,insurance,B2,B1
2686,intended,B2,
2687,intense,B2,B1
2688,internal,B2,B1
2689,interpret,B2,B2
2690,interrupt,B2,B1
2691,investigation,B2,B1
2692,investment,B2,B2
2693,joy,B2,A2
2694,judgment,B2,B1
2695,junior,B2,A2
2696,justice,B2,B1
2697,justify,B2,B2
2698,labor,B2,A2
2699,landscape,B2,A2
2700,largely,B2,B1
2701,launch,B2,B1
2702,leadership,B2,B1
2703,league,B2,B1
2704,lean,B2,B1
2705,license,B2,A2
2706,limited,B2,B1
2707,lively,B2,A2
2708,load,B2,A2
2709,loan,B2,B2
2710,logical,B2,A2
2711,long-term,B2,B2
2712,loose,B2,A2
2713,lord,B2,
2714,lower,B2,B2
2715,lung,B2,B1
2716,maintain,B2,B1
2717,majority,B2,B1
2718,mass,B2,B1
2719,massive,B2,B1
2720,master,B2,B2
2721,matching,B2,
2722,maximum,B2,B1
2723,means,B2,B2
2724,measurement,B2,B1
2725,melt,B2,B1
2726,military,B2,A2
2727,mineral,B2,B1
2728,minimum,B2,B1
2729,minister,B2,B2
2730,minor,B2,B1
2731,minority,B2,B1
2732,mission,B2,B1
2733,mixed,B2,
2734,modify,B2,B1
2735,monitor,B2,B1
2736,moral,B2,B1
2737,motor,B2,B1
2738,mount,B2,B1
2739,multiple,B2,B2
2740,multiply,B2,B2
2741,mysterious,B2,A2
2742,nerve,B2,B2
2743,nevertheless,B2,B1
2744,nightmare,B2,B2
2745,notion,B2,B1
2746,numerous,B2,B1
2747,obey,B2,B2
2748,objective,B2,B1
2749,obligation,B2,B2
2750,observation,B2,B1
2751,observe,B2,B1
2752,obtain,B2,B1
2753,occasionally,B2,B1
2754,offend,B2,B2
2755,offense,B2,B2
2756,offensive,B2,B1
2757,opening,B2,B1
2758,operate,B2,A2
2759,opponent,B2,B2
2760,oppose,B2,A2
2761,opposed,B2,
2762,opposition,B2,B1
2763,organ,B2,B1
2764,origin,B2,B1
2765,otherwise,B2,B1
2766,outcome,B2,B2
2767,outer,B2,B1
2768,outline,B2,B1
2769,overall,B2,B2
2770,owe,B2,B1
2771,pace,B2,B1
2772,panel,B2,B2
2773,participant,B2,B1
2774,partly,B2,A2
2775,passage,B2,A2
2776,permanent,B2,B1
2777,permit,B2,B1
2778,perspective,B2,B2
2779,phase,B2,B2
2780,phenomenon,B2,B1
2781,philosophy,B2,B1
2782,pile,B2,A2
2783,pitch,B2,B2
2784,plain,B2,B1
2785,pointed,B2,
2786,popularity,B2,B2
2787,pose,B2,B2
2788,possess,B2,B1
2789,potential,B2,B1
2790,praise,B2,B1
2791,pregnant,B2,B1
2792,preparation,B2,B1
2793,presence,B2,B1
2794,preserve,B2,B1
2795,prime,B2,B2
2796,principle,B2,B1
2797,priority,B2,B2
2798,privacy,B2,B1
2799,procedure,B2,B2
2800,proof,B2,B1
2801,proposal,B2,B1
2802,propose,B2,B1
2803,prospect,B2,B2
2804,protection,B2,B1
2805,psychologist,B2,A2
2806,psychology,B2,B2
2807,publication,B2,B2
2808,purchase,B2,B2
2809,pure,B2,B1
2810,pursue,B2,A2
2811,rank,B2,B1
2812,rapid,B2,B1
2813,rapidly,B2,B1
2814,raw,B2,A2
2815,realistic,B2,B1
2816,reasonable,B2,B1
2817,recall,B2,B1
2818,recover,B2,B1
2819,reduction,B2,B1
2820,regard,B2,B1
2821,regional,B2,B1
2822,register,B2,B1
2823,regret,B2,A2
2824,regulation,B2,B1
2825,relatively,B2,B1
2826,relevant,B2,B2
2827,relief,B2,B2
2828,rely,B2,B1
2829,remark,B2,B1
2830,representative,B2,B1
2831,reputation,B2,B1
2832,requirement,B2,B1
2833,rescue,B2,B1
2834,reserve,B2,B1
2835,resident,B2,B1
2836,resist,B2,B1
2837,resolve,B2,B1
2838,resort,B2,B1
2839,retain,B2,B1
2840,reveal,B2,A2
2841,revolution,B2,B2
2842,reward,B2,B1
2843,rhythm,B2,A2
2844,rid,B2,B1
2845,root,B2,A2
2846,rub,B2,B2
2847,rubber,B2,B1
2848,rural,B2,B2
2849,rush,B2,A2
2850,satellite,B2,B1
2851,satisfied,B2,B1
2852,satisfy,B2,A2
2853,saving,B2,B2
2854,scale,B2,A2
2855,scream,B2,A2
2856,sector,B2,B2
2857,secure,B2,B1
2858,seek,B2,A2
2859,select,B2,B1
2860,selection,B2,B1
2861,self,B2,A1
2862,senate,B2,
2863,senator,B2,B2
2864,senior,B2,A2
2865,sensitive,B2,B2
2866,sequence,B2,B1
2867,session,B2,B1
2868,settle,B2,B1
2869,severe,B2,B1
2870,shade,B2,A2
2871,shadow,B2,A2
2872,shall,B2,A2
2873,shallow,B2,B1
2874,shame,B2,B1
2875,shelter,B2,B1
2876,shock,B2,A2
2877,shocked,B2,B1
2878,shooting,B2,B2
2879,shot,B2,A2
2880,significant,B2,A2
2881,significantly,B2,B2
2882,silence,B2,A2
2883,silk,B2,B1
2884,sincere,B2,B2
2885,slide,B2,A2
2886,slight,B2,B1
2887,slip,B2,B1
2888,slope,B2,B1
2889,solar,B2,B2
2890,somewhat,B2,B2
2891,soul,B2,B1
2892,specialist,B2,B1
2893,species,B2,B2
2894,spiritual,B2,B1
2895,split,B2,A2
2896,sponsor,B2,B1
2897,stable,B2,B1
2898,stare,B2,B1
2899,status,B2,B1
2900,steady,B2,B1
2901,steel,B2,B1
2902,steep,B2,B1
2903,sticky,B2,B1
2904,stiff,B2,B2
2905,stock,B2,B2
2906,stream,B2,B1
2907,stretch,B2,B1
2908,strict,B2,A1
2909,strike,B2,A2
2910,struggle,B2,B1
2911,submit,B2,B2
2912,sum,B2,A1
2913,surgery,B2,B1
2914,surround,B2,B1
2915,surrounding,B2,B1
2916,suspect,B2,B1
2917,swear,B2,B1
2918,sweep,B2,B2
2919,sympathy,B2,B1
2920,tale,B2,B1
2921,tank,B2,B1
2922,tear1,B2,
2923,tear2,B2,
2924,temporary,B2,B1
2925,therapy,B2,B2
2926,threat,B2,B1
2927,threaten,B2,B2
2928,thus,B2,B1
2929,tone,B2,A2
2930,tough,B2,B2
2931,transfer,B2,B1
2932,transform,B2,B1
2933,transition,B2,B2
2934,trial,B2,B2
2935,tropical,B2,B1
2936,truly,B2,A2
2937,trust,B2,A2
2938,tune,B2,A2
2939,tunnel,B2,B2
2940,ultimately,B2,B2
2941,unconscious,B2,B2
2942,unexpected,B2,B1
2943,unique,B2,B1
2944,universe,B2,B1
2945,unknown,B2,A2
2946,upper,B2,B1
2947,upward,B2,B1
2948,urban,B2,B2
2949,urge,B2,B1
2950,van,B2,B1
2951,vary,B2,B1
2952,vast,B2,B1
2953,venue,B2,B2
2954,via,B2,B1
2955,victory,B2,B1
2956,violence,B2,B1
2957,virtual,B2,B1
2958,vision,B2,B1
2959,visual,B2,B1
2960,vital,B2,B2
2961,vitamin,B2,B2
2962,volume,B2,B1
2963,wage,B2,B2
2964,weakness,B2,B1
2965,wealth,B2,A2
2966,wealthy,B2,B2
2967,whereas,B2,B2
2968,wherever,B2,B1
2969,whisper,B2,B1
2970,whom,B2,A2
2971,widely,B2,A2
2972,wildlife,B2,B1
2973,willing,B2,B2
2974,wind2,B2,
2975,wire,B2,B1
2976,wise,B2,A2
2977,witness,B2,B1
2978,wound,B2,B1
2979,wrap,B2,B1
2980,zone,B2,A2
2981,absorb,B2,B1
2982,abstract,B2,B1
2983,accent,B2,B1
2984,accidentally,B2,B1
2985,accommodate,B2,
2986,accommodation,B2,B2
2987,accomplish,B2,B1
2988,accountant,B2,B1
2989,accuracy,B2,B1
2990,accurately,B2,B1
2991,acid,B2,B2
2992,acre,B2,C1
2993,activate,B2,
2994,addiction,B2,B2
2995,additionally,B2,B2
2996,adequate,B2,B2
2997,adequately,B2,B2
2998,adjust,B2,A2
2999,affordable,B2,B2
3000,aged,B2,A2
3001,agriculture,B2,B1
3002,aids,B2,
3003,alien,B2,
3004,alongside,B2,B2
3005,altogether,B2,B1
3006,ambitious,B2,B1
3007,ambulance,B2,B1
3008,amusing,B2,B1
3009,analyst,B2,B2
3010,ancestor,B2,A2
3011,animation,B2,B1
3012,annually,B2,B1
3013,anticipate,B2,B2
3014,anxiety,B2,B1
3015,apology,B2,B1
3016,applicant,B2,B2
3017,appropriately,B2,B2
3018,arrow,B2,B1
3019,artwork,B2,
3020,asset,B2,
3021,assign,B2,B1
3022,assistance,B2,B1
3023,assumption,B2,B2
3024,assure,B2,B2
3025,astonishing,B2,B2
3026,athletic,B2,B1
3027,attachment,B2,B1
3028,audio,B2,A2
3029,awareness,B2,B1
3030,awkward,B2,B1
3031,badge,B2,B2
3032,balanced,B2,B2
3033,ballet,B2,B2
3034,balloon,B2,A2
3035,barely,B2,B1
3036,bargain,B2,A2
3037,basement,B2,B1
3038,basket,B2,A2
3039,bat,B2,A1
3040,beneficial,B2,B2
3041,beside,B2,A1
3042,besides,B2,A2
3043,bias,B2,
3044,bid,B2,B2
3045,biological,B2,B2
3046,blanket,B2,A2
3047,bold,B2,B1
3048,bombing,B2,B2
3049,boost,B2,B2
3050,bound,B2,B1
3051,brick,B2,B1
3052,briefly,B2,B1
3053,broadcaster,B2,B2
3054,broadly,B2,B2
3055,buck,B2,
3056,bug,B2,A2
3057,cabin,B2,B1
3058,canal,B2,B1
3059,candle,B2,B1
3060,carbon,B2,B2
3061,castle,B2,A2
3062,casual,B2,B1
3063,cave,B2,B1
3064,certainty,B2,B1
3065,certificate,B2,B2
3066,challenging,B2,B1
3067,championship,B2,A2
3068,charming,B2,B2
3069,chase,B2,B1
3070,cheek,B2,A2
3071,cheer,B2,A2
3072,chop,B2,B2
3073,circuit,B2,B2
3074,civilization,B2,B1
3075,clarify,B2,B2
3076,classify,B2,B1
3077,cliff,B2,B1
3078,clinic,B2,B1
3079,clip,B2,B1
3080,coincidence,B2,B2
3081,collector,B2,B2
3082,colony,B2,
3083,colorful,B2,A2
3084,comic,B2,A2
3085,commander,B2,B2
3086,comparative,B2,A2
3087,completion,B2,B2
3088,compose,B2,B1
3089,composer,B2,A2
3090,compound,B2,B1
3091,comprehensive,B2,B2
3092,comprise,B2,C1
3093,compulsory,B2,B2
3094,concrete,B2,B2
3095,confess,B2,B2
3096,confusion,B2,B1
3097,consequently,B2,B1
3098,conservation,B2,B1
3099,considerable,B2,B1
3100,considerably,B2,B2
3101,consistently,B2,
3102,conspiracy,B2,
3103,consult,B2,B2
3104,consultant,B2,B2
3105,consumption,B2,B1
3106,controversial,B2,B1
3107,controversy,B2,B2
3108,convenience,B2,A2
3109,convention,B2,B2
3110,conventional,B2,B2
3111,convey,B2,B1
3112,convincing,B2,
3113,cop,B2,A1
3114,cope,B2,B2
3115,corporation,B2,B2
3116,corridor,B2,B2
3117,counter,B2,B1
3118,coverage,B2,C1
3119,cowboy,B2,
3120,crack,B2,B2
3121,craft,B2,B1
3122,creativity,B2,A2
3123,critically,B2,B2
3124,cruise,B2,A2
3125,cue,B2,
3126,curious,B2,B1
3127,curriculum,B2,B1
3128,cute,B2,A1
3129,dairy,B2,
3130,dare,B2,B1
3131,darkness,B2,B1
3132,database,B2,B2
3133,deadline,B2,B1
3134,deadly,B2,B1
3135,dealer,B2,B1
3136,deck,B2,B2
3137,defender,B2,B1
3138,delete,B2,B1
3139,delighted,B2,B1
3140,democracy,B2,B1
3141,democratic,B2,B1
3142,demonstration,B2,B1
3143,depart,B2,B1
3144,dependent,B2,B1
3145,deposit,B2,B1
3146,depression,B2,B1
3147,derive,B2,B1
3148,desperately,B2,B2
3149,destruction,B2,B1
3150,determination,B2,B1
3151,devote,B2,B2
3152,differ,B2,B1
3153,dime,B2,B2
3154,disability,B2,B1
3155,disabled,B2,B1
3156,disagreement,B2,B1
3157,disappoint,B2,B1
3158,disappointment,B2,B1
3159,discourage,B2,B1
3160,disorder,B2,B2
3161,distant,B2,B1
3162,distinct,B2,
3163,distinguish,B2,B1
3164,distract,B2,B2
3165,disturb,B2,A2
3166,dive,B2,B1
3167,diverse,B2,B1
3168,diversity,B2,C1
3169,divorce,B2,B2
3170,dominant,B2,C1
3171,donation,B2,B2
3172,dot,B2,B1
3173,dramatically,B2,B2
3174,drought,B2,B2
3175,dull,B2,B1
3176,dump,B2,B1
3177,duration,B2,C1
3178,dynamic,B2,B2
3179,eager,B2,B1
3180,economics,B2,B1
3181,economist,B2,B2
3182,editorial,B2,B2
3183,efficiently,B2,
3184,elbow,B2,B1
3185,electronics,B2,B2
3186,elegant,B2,B2
3187,elementary,B2,A1
3188,eliminate,B2,B1
3189,embrace,B2,B2
3190,emission,B2,
3191,emotionally,B2,B1
3192,empire,B2,B1
3193,enjoyable,B2,B1
3194,entertaining,B2,B2
3195,entrepreneur,B2,B2
3196,envelope,B2,A2
3197,equip,B2,B2
3198,equivalent,B2,
3199,era,B2,B1
3200,erupt,B2,B2
3201,essentially,B2,B2
3202,ethic,B2,B2
3203,ethnic,B2,B2
3204,evaluation,B2,B2
3205,evident,B2,B1
3206,evolution,B2,B2
3207,evolve,B2,B2
3208,exceed,B2,B2
3209,exception,B2,B2
3210,excessive,B2,B2
3211,exclude,B2,B2
3212,exotic,B2,B2
3213,expansion,B2,B2
3214,expedition,B2,B2
3215,expertise,B2,
3216,exploit,B2,B2
3217,exposure,B2,
3218,extension,B2,B2
3219,extensive,B2,B2
3220,extensively,B2,B1
3221,extract,B2,B2
3222,fabric,B2,B2
3223,fabulous,B2,B2
3224,faculty,B2,B2
3225,failed,B2,
3226,fake,B2,B1
3227,fame,B2,B2
3228,fantasy,B2,B1
3229,fare,B2,A2
3230,firefighter,B2,B1
3231,firework,B2,B1
3232,firmly,B2,B1
3233,flavor,B2,B1
3234,fond,B2,B1
3235,fool,B2,A2
3236,forbid,B2,A2
3237,forecast,B2,B1
3238,format,B2,B1
3239,formation,B2,B2
3240,formerly,B2,B2
3241,fortunate,B2,B1
3242,forum,B2,
3243,fossil,B2,C1
3244,foundation,B2,B1
3245,founder,B2,
3246,fraction,B2,C1
3247,fragment,B2,B1
3248,framework,B2,
3249,fraud,B2,B2
3250,freely,B2,B1
3251,frequent,B2,B1
3252,fulfill,B2,B2
3253,full-time,B2,B1
3254,fundamentally,B2,
3255,furious,B2,B2
3256,gallon,B2,B1
3257,gaming,B2,
3258,gay,B2,B1
3259,gender,B2,A2
3260,gene,B2,B1
3261,genetic,B2,B1
3262,genius,B2,B2
3263,genuine,B2,B2
3264,genuinely,B2,B2
3265,gesture,B2,B1
3266,globalization,B2,
3267,globe,B2,A2
3268,golden,B2,A2
3269,goodness,B2,B1
3270,gorgeous,B2,B1
3271,graphic,B2,B1
3272,graphics,B2,B1
3273,greatly,B2,A2
3274,greenhouse,B2,B1
3275,guideline,B2,B2
3276,habitat,B2,B1
3277,harbor,B2,B1
3278,headquarters,B2,B2
3279,heal,B2,B1
3280,healthcare,B2,
3281,helmet,B2,B1
3282,hence,B2,C1
3283,herb,B2,B2
3284,hidden,B2,B1
3285,hilarious,B2,B2
3286,hip,B2,B1
3287,historian,B2,B1
3288,homeless,B2,B1
3289,honesty,B2,B1
3290,honey,B2,A2
3291,hook,B2,B2
3292,hopefully,B2,B1
3293,hunger,B2,B1
3294,hypothesis,B2,C2
3295,icon,B2,B2
3296,id,B2,
3297,identical,B2,B2
3298,illusion,B2,
3299,immigration,B2,B1
3300,immune,B2,
3301,implement,B2,B2
3302,implication,B2,B2
3303,incentive,B2,B2
3304,incorporate,B2,
3305,incorrect,B2,B1
3306,independence,B2,A2
3307,index,B2,B2
3308,indication,B2,
3309,inevitable,B2,B1
3310,inevitably,B2,
3311,infer,B2,B2
3312,inflation,B2,B2
3313,info,B2,
3314,infrastructure,B2,
3315,inhabitant,B2,B1
3316,inherit,B2,B2
3317,ink,B2,B1
3318,innovation,B2,B2
3319,innovative,B2,B2
3320,input,B2,B2
3321,insert,B2,
3322,inspector,B2,B2
3323,installation,B2,
3324,instant,B2,A2
3325,instantly,B2,B2
3326,integrate,B2,B2
3327,intellectual,B2,B2
3328,interact,B2,B1
3329,interaction,B2,B1
3330,interpretation,B2,B2
3331,interval,B2,B1
3332,invade,B2,A2
3333,invasion,B2,B1
3334,investor,B2,B2
3335,isolate,B2,C1
3336,isolated,B2,C1
3337,jail,B2,B1
3338,jet,B2,A1
3339,joint,B2,B1
3340,journalism,B2,B2
3341,jury,B2,B2
3342,kindergarten,B2,
3343,kit,B2,A2
3344,ladder,B2,B1
3345,landing,B2,B2
3346,lane,B2,A2
3347,lately,B2,B1
3348,legend,B2,B2
3349,lens,B2,
3350,lifetime,B2,B2
3351,lighting,B2,B2
3352,likewise,B2,B2
3353,limitation,B2,B1
3354,literally,B2,B2
3355,literary,B2,B1
3356,litter,B2,B2
3357,logo,B2,B1
3358,lottery,B2,B1
3359,loyal,B2,B1
3360,lyric,B2,A2
3361,makeup,B2,
3362,making,B2,
3363,manufacture,B2,B2
3364,manufacturing,B2,B2
3365,marathon,B2,B2
3366,margin,B2,B2
3367,marker,B2,
3368,martial,B2,
3369,mate,B2,B2
3370,mechanic,B2,B1
3371,mechanical,B2,B1
3372,mechanism,B2,C1
3373,medal,B2,A2
3374,medication,B2,B2
3375,membership,B2,B1
3376,memorable,B2,B1
3377,metaphor,B2,B2
3378,miner,B2,
3379,miserable,B2,B1
3380,mode,B2,
3381,modest,B2,B2
3382,monster,B2,B1
3383,monthly,B2,B1
3384,monument,B2,B1
3385,moreover,B2,B1
3386,mortgage,B2,B2
3387,mosque,B2,A2
3388,mosquito,B2,B1
3389,motion,B2,B2
3390,motivate,B2,B1
3391,motivation,B2,B1
3392,moving,B2,B2
3393,myth,B2,B1
3394,naked,B2,B1
3395,nasty,B2,B1
3396,navigation,B2,B2
3397,nearby,B2,B1
3398,necessity,B2,B2
3399,negotiate,B2,B1
3400,negotiation,B2,B1
3401,neutral,B2,B1
3402,newly,B2,B1
3403,nickel,B2,
3404,norm,B2,
3405,notebook,B2,A1
3406,novelist,B2,B1
3407,nowadays,B2,A2
3408,nursing,B2,
3409,nutrition,B2,B1
3410,obesity,B2,
3411,observer,B2,B2
3412,obstacle,B2,B1
3413,occupation,B2,A2
3414,occupy,B2,B1
3415,offender,B2,B2
3416,ongoing,B2,
3417,openly,B2,B2
3418,opera,B2,A1
3419,operator,B2,B2
3420,optimistic,B2,B2
3421,orchestra,B2,B1
3422,organic,B2,B1
3423,outfit,B2,B2
3424,output,B2,B2
3425,outstanding,B2,B1
3426,overcome,B2,B1
3427,overnight,B2,B1
3428,ownership,B2,
3429,oxygen,B2,B1
3430,packet,B2,B2
3431,palm,B2,B1
3432,panic,B2,A2
3433,parade,B2,B2
3434,parallel,B2,
3435,participation,B2,B2
3436,partnership,B2,B2
3437,part-time,B2,B1
3438,passionate,B2,B2
3439,password,B2,B1
3440,patch,B2,B2
3441,patience,B2,B1
3442,pause,B2,B1
3443,peer,B2,B2
3444,penalty,B2,B2
3445,perceive,B2,B2
3446,perception,B2,B2
3447,permanently,B2,B1
3448,pharmacy,B2,B1
3449,physician,B2,B2
3450,pill,B2,A2
3451,pity,B2,A2
3452,placement,B2,
3453,portion,B2,B2
3454,potentially,B2,B2
3455,precede,B2,B2
3456,precious,B2,B1
3457,precise,B2,A2
3458,precisely,B2,B2
3459,predictable,B2,B2
3460,preference,B2,B1
3461,presidential,B2,B2
3462,pride,B2,A2
3463,primarily,B2,B1
3464,prior,B2,B2
3465,probability,B2,B1
3466,probable,B2,B2
3467,proceed,B2,B1
3468,programming,B2,B2
3469,progressive,B2,A2
3470,prohibit,B2,B2
3471,promising,B2,
3472,promotion,B2,B1
3473,prompt,B2,B2
3474,proportion,B2,B1
3475,protein,B2,
3476,protester,B2,
3477,psychological,B2,B1
3478,publicity,B2,B2
3479,publishing,B2,
3480,punk,B2,
3481,purely,B2,
3482,pursuit,B2,B2
3483,puzzle,B2,B1
3484,questionnaire,B2,B1
3485,racial,B2,B1
3486,racism,B2,B2
3487,racist,B2,B2
3488,radiation,B2,B1
3489,rail,B2,B1
3490,random,B2,
3491,rat,B2,A1
3492,rating,B2,A2
3493,reasonably,B2,B2
3494,rebuild,B2,B1
3495,receiver,B2,
3496,recession,B2,B2
3497,reckon,B2,B2
3498,recognition,B2,B2
3499,recovery,B2,B1
3500,recruit,B2,B2
3501,referee,B2,B1
3502,refugee,B2,B2
3503,registration,B2,B1
3504,regulate,B2,B2
3505,reinforce,B2,B2
3506,relieve,B2,B2
3507,relieved,B2,B2
3508,remarkable,B2,B1
3509,remarkably,B2,B2
3510,rental,B2,B2
3511,reporting,B2,
3512,resign,B2,B2
3513,resolution,B2,B2
3514,restore,B2,B1
3515,restrict,B2,B1
